Industry,Day,Objective,Platform,Amount spent (IDR),Impressions,Reach,Link clicks
Skincare,09/11/2021,LINK_CLICKS,instagram,33514,4587,4587,67
Skincare,10/11/2021,APP_INSTALLS,facebook,66546,9156,7460,126
Skincare,10/11/2021,LINK_CLICKS,facebook,360460,53149,50105,1015
Skincare,10/11/2021,LINK_CLICKS,instagram,62520,7121,7121,77
Skincare,10/11/2021,APP_INSTALLS,instagram,4491,618,606,
Skincare,11/11/2021,LINK_CLICKS,facebook,376746,46133,41614,877
Skincare,11/11/2021,APP_INSTALLS,facebook,69764,8192,6537,90
Skincare,11/11/2021,LINK_CLICKS,instagram,95563,8320,7834,112
Skincare,11/11/2021,APP_INSTALLS,instagram,5376,573,563,2
Skincare,12/11/2021,APP_INSTALLS,facebook,74646,9861,7891,123
Skincare,12/11/2021,LINK_CLICKS,facebook,388052,52357,47966,982
Skincare,12/11/2021,APP_INSTALLS,instagram,4391,583,538,
Skincare,12/11/2021,LINK_CLICKS,instagram,52613,5720,5408,83
Skincare,13/11/2021,LINK_CLICKS,facebook,380814,61580,55709,978
Skincare,13/11/2021,APP_INSTALLS,facebook,76279,11616,9310,140
Skincare,13/11/2021,LINK_CLICKS,instagram,22486,2818,2818,44
Skincare,13/11/2021,APP_INSTALLS,instagram,4592,791,718,
Skincare,14/11/2021,LINK_CLICKS,facebook,369611,68267,61950,1018
Skincare,14/11/2021,APP_INSTALLS,facebook,77615,12482,10020,129
Skincare,14/11/2021,LINK_CLICKS,instagram,30437,4571,4571,52
Skincare,14/11/2021,APP_INSTALLS,instagram,5165,1048,992,
Skincare,15/11/2021,APP_INSTALLS,facebook,77824,12464,9915,169
Skincare,15/11/2021,LINK_CLICKS,facebook,387326,77809,71308,1190
Skincare,15/11/2021,APP_INSTALLS,instagram,5661,1162,1112,1
Skincare,15/11/2021,LINK_CLICKS,instagram,14459,2462,2462,20
Skincare,16/11/2021,APP_INSTALLS,facebook,77600,12710,9933,141
Skincare,16/11/2021,LINK_CLICKS,facebook,386196,71361,64821,1113
Skincare,16/11/2021,APP_INSTALLS,instagram,7893,1523,1452,3
Skincare,16/11/2021,LINK_CLICKS,instagram,10987,2030,2030,18
Skincare,17/11/2021,LINK_CLICKS,facebook,403546,70384,63504,1091
Skincare,17/11/2021,APP_INSTALLS,facebook,82747,11957,9632,165
Skincare,17/11/2021,LINK_CLICKS,instagram,9452,1411,1248,16
Skincare,17/11/2021,APP_INSTALLS,instagram,2908,553,532,
Skincare,18/11/2021,APP_INSTALLS,facebook,77246,9640,7562,170
Skincare,18/11/2021,LINK_CLICKS,facebook,391660,63911,57885,1072
Skincare,18/11/2021,APP_INSTALLS,instagram,1817,328,314,
Skincare,18/11/2021,LINK_CLICKS,instagram,30008,4166,3984,32
Skincare,19/11/2021,APP_INSTALLS,facebook,80018,9708,7166,179
Skincare,19/11/2021,LINK_CLICKS,facebook,403405,64709,60490,1098
Skincare,19/11/2021,APP_INSTALLS,instagram,2576,423,416,1
Skincare,19/11/2021,LINK_CLICKS,instagram,29811,3853,3853,44
Skincare,20/11/2021,LINK_CLICKS,facebook,398834,69612,62465,1023
Skincare,20/11/2021,APP_INSTALLS,facebook,79330,9951,7652,203
Skincare,20/11/2021,LINK_CLICKS,instagram,11751,1695,1695,16
Skincare,20/11/2021,APP_INSTALLS,instagram,2590,552,499,
Skincare,21/11/2021,APP_INSTALLS,facebook,80365,11151,8388,176
Skincare,21/11/2021,LINK_CLICKS,facebook,394038,65415,58877,1066
Skincare,21/11/2021,APP_INSTALLS,instagram,4835,1055,1022,1
Skincare,21/11/2021,LINK_CLICKS,instagram,23380,4359,4272,47
Skincare,22/11/2021,LINK_CLICKS,facebook,402067,61905,58077,1034
Skincare,22/11/2021,APP_INSTALLS,facebook,76752,10908,8383,187
Skincare,22/11/2021,LINK_CLICKS,instagram,27564,4509,4192,37
Skincare,22/11/2021,APP_INSTALLS,instagram,867,229,224,
Skincare,23/11/2021,APP_INSTALLS,facebook,74751,10540,8293,199
Skincare,23/11/2021,LINK_CLICKS,facebook,397148,59648,55948,1078
Skincare,23/11/2021,LINK_CLICKS,instagram,15341,2596,2592,22
Skincare,23/11/2021,APP_INSTALLS,instagram,1048,225,210,1
Skincare,24/11/2021,APP_INSTALLS,facebook,73166,9720,7574,202
Skincare,24/11/2021,LINK_CLICKS,facebook,392079,57055,53565,1001
Skincare,24/11/2021,LINK_CLICKS,instagram,10420,1627,1536,15
Skincare,24/11/2021,APP_INSTALLS,instagram,1352,340,340,2
Skincare,25/11/2021,APP_INSTALLS,facebook,73356,9471,7466,162
Skincare,25/11/2021,LINK_CLICKS,facebook,391341,57245,52382,1032
Skincare,25/11/2021,APP_INSTALLS,instagram,1223,253,253,
Skincare,25/11/2021,LINK_CLICKS,instagram,5860,869,800,6
Skincare,26/11/2021,LINK_CLICKS,facebook,390393,55022,50925,948
Skincare,26/11/2021,APP_INSTALLS,facebook,72878,9403,7441,178
Skincare,26/11/2021,LINK_CLICKS,instagram,6796,987,987,8
Skincare,26/11/2021,APP_INSTALLS,instagram,719,147,136,
Skincare,27/11/2021,APP_INSTALLS,facebook,70491,9569,7632,165
Skincare,27/11/2021,LINK_CLICKS,facebook,386473,52527,49215,914
Skincare,27/11/2021,APP_INSTALLS,instagram,311,81,76,
Skincare,27/11/2021,LINK_CLICKS,instagram,12148,1514,1488,10
Skincare,28/11/2021,LINK_CLICKS,facebook,381349,56851,53886,975
Skincare,28/11/2021,APP_INSTALLS,facebook,70003,9560,7226,182
Skincare,28/11/2021,LINK_CLICKS,instagram,37486,4588,4588,48
Skincare,28/11/2021,APP_INSTALLS,instagram,1065,214,188,
Skincare,29/11/2021,LINK_CLICKS,facebook,380310,55723,52240,914
Skincare,29/11/2021,APP_INSTALLS,facebook,67888,8875,6974,187
Skincare,29/11/2021,LINK_CLICKS,instagram,49974,6294,6294,45
Skincare,29/11/2021,APP_INSTALLS,instagram,1144,196,184,
Skincare,30/11/2021,APP_INSTALLS,facebook,63946,7827,6259,126
Skincare,30/11/2021,LINK_CLICKS,facebook,355686,52943,48526,926
Skincare,30/11/2021,APP_INSTALLS,instagram,2551,321,321,
Skincare,30/11/2021,LINK_CLICKS,instagram,18566,2241,2128,19
Skincare,02/12/2021,APP_INSTALLS,facebook,32079,4763,4279,36
Skincare,02/12/2021,APP_INSTALLS,instagram,1981,290,290,1
Skincare,03/12/2021,APP_INSTALLS,facebook,55101,8949,6801,58
Skincare,03/12/2021,APP_INSTALLS,instagram,2601,346,346,1
Skincare,04/12/2021,APP_INSTALLS,facebook,57586,9018,6950,67
Skincare,04/12/2021,APP_INSTALLS,instagram,1940,330,330,1
Skincare,05/12/2021,APP_INSTALLS,facebook,55405,9617,7586,70
Skincare,05/12/2021,LINK_CLICKS,facebook,2339,241,240,55
Skincare,05/12/2021,APP_INSTALLS,instagram,2604,514,486,2
Skincare,06/12/2021,APP_INSTALLS,facebook,55282,9424,7420,64
Skincare,06/12/2021,LINK_CLICKS,facebook,90483,10722,9744,174
Skincare,06/12/2021,APP_INSTALLS,instagram,1833,266,266,
Skincare,06/12/2021,LINK_CLICKS,instagram,9230,919,919,6
Skincare,07/12/2021,LINK_CLICKS,facebook,274408,37862,34787,571
Skincare,07/12/2021,APP_INSTALLS,facebook,57720,9547,7438,59
Skincare,07/12/2021,LINK_CLICKS,instagram,38691,3874,3623,39
Skincare,07/12/2021,APP_INSTALLS,instagram,3464,570,570,1
Skincare,08/12/2021,APP_INSTALLS,facebook,59584,8612,6875,60
Skincare,08/12/2021,LINK_CLICKS,facebook,604448,85808,76427,867
Skincare,08/12/2021,LINK_CLICKS,instagram,52340,4526,4368,29
Skincare,08/12/2021,APP_INSTALLS,instagram,395,56,56,
Skincare,09/12/2021,APP_INSTALLS,facebook,54760,8935,7230,50
Skincare,09/12/2021,LINK_CLICKS,facebook,616462,88862,80849,823
Skincare,09/12/2021,APP_INSTALLS,instagram,566,121,120,
Skincare,09/12/2021,LINK_CLICKS,instagram,63700,5795,5795,77
Skincare,10/12/2021,LINK_CLICKS,facebook,644597,91697,85330,839
Skincare,10/12/2021,APP_INSTALLS,facebook,53157,7651,6003,50
Skincare,10/12/2021,LINK_CLICKS,instagram,52935,4402,4402,45
Skincare,10/12/2021,APP_INSTALLS,instagram,4395,596,552,1
Skincare,11/12/2021,APP_INSTALLS,facebook,56372,7624,6077,60
Skincare,11/12/2021,LINK_CLICKS,facebook,620244,86812,79905,799
Skincare,11/12/2021,APP_INSTALLS,instagram,1672,148,148,
Skincare,11/12/2021,LINK_CLICKS,instagram,74309,5865,5497,58
Skincare,12/12/2021,LINK_CLICKS,facebook,615451,84375,78257,693
Skincare,12/12/2021,APP_INSTALLS,facebook,51722,6946,5442,45
Skincare,12/12/2021,LINK_CLICKS,instagram,64621,3745,3745,65
Skincare,12/12/2021,APP_INSTALLS,instagram,306,43,43,
Skincare,13/12/2021,LINK_CLICKS,facebook,476104,76448,70561,605
Skincare,13/12/2021,APP_INSTALLS,facebook,55152,8588,6924,62
Skincare,13/12/2021,LINK_CLICKS,instagram,23996,1677,1677,20
Skincare,13/12/2021,APP_INSTALLS,instagram,696,84,72,
Skincare,14/12/2021,APP_INSTALLS,facebook,54749,8843,7070,56
Skincare,14/12/2021,LINK_CLICKS,facebook,470995,78157,71289,726
Skincare,14/12/2021,APP_INSTALLS,instagram,524,67,64,
Skincare,14/12/2021,LINK_CLICKS,instagram,13060,1325,1325,22
Skincare,15/12/2021,LINK_CLICKS,facebook,461737,82799,75822,801
Skincare,15/12/2021,APP_INSTALLS,facebook,51971,8747,6934,55
Skincare,15/12/2021,LINK_CLICKS,instagram,14587,1947,1920,23
Skincare,15/12/2021,APP_INSTALLS,instagram,637,96,88,
Skincare,16/12/2021,APP_INSTALLS,facebook,53364,8395,6626,62
Skincare,16/12/2021,LINK_CLICKS,facebook,464486,77834,72304,764
Skincare,16/12/2021,APP_INSTALLS,instagram,531,111,111,
Skincare,16/12/2021,LINK_CLICKS,instagram,13120,1966,1966,21
Skincare,17/12/2021,APP_INSTALLS,facebook,54616,8700,6849,60
Skincare,17/12/2021,LINK_CLICKS,facebook,467392,79836,74190,853
Skincare,17/12/2021,APP_INSTALLS,instagram,577,119,119,
Skincare,17/12/2021,LINK_CLICKS,instagram,12467,1523,1456,20
Skincare,18/12/2021,LINK_CLICKS,facebook,462390,77195,71503,784
Skincare,18/12/2021,APP_INSTALLS,facebook,54505,8566,6732,63
Skincare,18/12/2021,LINK_CLICKS,instagram,15042,2035,2032,24
Skincare,18/12/2021,APP_INSTALLS,instagram,991,202,188,
Skincare,19/12/2021,APP_INSTALLS,facebook,52954,9000,6986,61
Skincare,19/12/2021,LINK_CLICKS,facebook,449178,76998,70880,756
Skincare,19/12/2021,APP_INSTALLS,instagram,908,179,162,
Skincare,19/12/2021,LINK_CLICKS,instagram,22115,3370,3370,33
Skincare,20/12/2021,APP_INSTALLS,facebook,54839,8681,6628,53
Skincare,20/12/2021,LINK_CLICKS,facebook,455957,79851,73694,788
Skincare,20/12/2021,APP_INSTALLS,instagram,921,180,180,
Skincare,20/12/2021,LINK_CLICKS,instagram,58190,5700,5504,80
Skincare,21/12/2021,LINK_CLICKS,facebook,460737,81941,74526,778
Skincare,21/12/2021,APP_INSTALLS,facebook,54517,8651,6787,66
Skincare,21/12/2021,LINK_CLICKS,instagram,92550,8566,8566,144
Skincare,21/12/2021,APP_INSTALLS,instagram,539,128,128,
Skincare,22/12/2021,APP_INSTALLS,facebook,54987,8302,6350,40
Skincare,22/12/2021,LINK_CLICKS,facebook,459516,69555,64463,721
Skincare,22/12/2021,APP_INSTALLS,instagram,442,94,94,
Skincare,22/12/2021,LINK_CLICKS,instagram,61603,6152,6064,78
Skincare,23/12/2021,LINK_CLICKS,facebook,450849,63610,59774,703
Skincare,23/12/2021,APP_INSTALLS,facebook,51629,7843,5936,56
Skincare,23/12/2021,LINK_CLICKS,instagram,38700,4484,3952,29
Skincare,23/12/2021,APP_INSTALLS,instagram,349,77,74,
Skincare,24/12/2021,LINK_CLICKS,facebook,455566,68042,63069,696
Skincare,24/12/2021,APP_INSTALLS,facebook,52555,7561,5772,52
Skincare,24/12/2021,LINK_CLICKS,instagram,31124,3190,2912,15
Skincare,24/12/2021,APP_INSTALLS,instagram,532,88,76,
Skincare,25/12/2021,APP_INSTALLS,facebook,54241,8431,6385,65
Skincare,25/12/2021,LINK_CLICKS,facebook,457915,69571,64037,695
Skincare,25/12/2021,APP_INSTALLS,instagram,287,58,58,
Skincare,25/12/2021,LINK_CLICKS,instagram,18089,2074,2074,14
Skincare,26/12/2021,LINK_CLICKS,facebook,446944,67455,63185,716
Skincare,26/12/2021,APP_INSTALLS,facebook,52074,8164,6188,48
Skincare,26/12/2021,LINK_CLICKS,instagram,15539,2103,2103,15
Skincare,26/12/2021,APP_INSTALLS,instagram,265,63,63,
Skincare,27/12/2021,LINK_CLICKS,facebook,443528,66720,61184,767
Skincare,27/12/2021,APP_INSTALLS,facebook,50110,7867,5932,45
Skincare,27/12/2021,LINK_CLICKS,instagram,13133,1892,1892,12
Skincare,27/12/2021,APP_INSTALLS,instagram,388,86,76,
Skincare,28/12/2021,APP_INSTALLS,facebook,50881,7479,5604,38
Skincare,28/12/2021,LINK_CLICKS,facebook,452024,67379,61501,749
Skincare,28/12/2021,APP_INSTALLS,instagram,559,110,110,
Skincare,28/12/2021,LINK_CLICKS,instagram,11179,1830,1744,13
Skincare,29/12/2021,APP_INSTALLS,facebook,49737,7001,5286,39
Skincare,29/12/2021,LINK_CLICKS,facebook,452921,68595,62176,730
Skincare,29/12/2021,APP_INSTALLS,instagram,389,70,62,
Skincare,29/12/2021,LINK_CLICKS,instagram,9871,1398,1280,17
Skincare,30/12/2021,LINK_CLICKS,facebook,435720,65975,61040,699
Skincare,30/12/2021,APP_INSTALLS,facebook,50439,7609,5652,53
Skincare,30/12/2021,LINK_CLICKS,instagram,12656,2087,2087,16
Skincare,30/12/2021,APP_INSTALLS,instagram,265,50,50,
Skincare,31/12/2021,APP_INSTALLS,facebook,43818,7160,5456,43
Skincare,31/12/2021,LINK_CLICKS,facebook,404447,63034,58320,675
Skincare,31/12/2021,APP_INSTALLS,instagram,223,36,36,
Skincare,31/12/2021,LINK_CLICKS,instagram,10265,1699,1680,11
Skincare,04/01/2022,APP_INSTALLS,facebook,15150,408,349,1
Skincare,04/01/2022,LINK_CLICKS,facebook,65293,13079,13079,1010
Skincare,04/01/2022,APP_INSTALLS,instagram,32784,2713,2504,4
Skincare,04/01/2022,LINK_CLICKS,instagram,2136,391,380,9
Skincare,05/01/2022,LINK_CLICKS,facebook,229330,37576,35056,1564
Skincare,05/01/2022,APP_INSTALLS,facebook,74329,1248,849,5
Skincare,05/01/2022,LINK_CLICKS,instagram,11836,2303,2240,46
Skincare,05/01/2022,APP_INSTALLS,instagram,54945,3246,2388,2
Skincare,06/01/2022,APP_INSTALLS,facebook,43386,1067,752,
Skincare,06/01/2022,LINK_CLICKS,facebook,268355,44277,40061,1527
Skincare,06/01/2022,APP_INSTALLS,instagram,64251,3117,2335,4
Skincare,06/01/2022,LINK_CLICKS,instagram,7583,1501,1448,37
Skincare,07/01/2022,APP_INSTALLS,facebook,45794,948,686,1
Skincare,07/01/2022,LINK_CLICKS,facebook,285900,55424,50668,1897
Skincare,07/01/2022,APP_INSTALLS,instagram,63931,3047,2506,3
Skincare,07/01/2022,LINK_CLICKS,instagram,6497,1149,1149,15
Skincare,08/01/2022,APP_INSTALLS,facebook,48482,1032,812,1
Skincare,08/01/2022,LINK_CLICKS,facebook,300360,60775,54752,1714
Skincare,08/01/2022,APP_INSTALLS,instagram,74950,3408,2703,4
Skincare,08/01/2022,LINK_CLICKS,instagram,22044,2575,2464,27
Skincare,09/01/2022,LINK_CLICKS,facebook,301203,63803,57824,1793
Skincare,09/01/2022,APP_INSTALLS,facebook,47198,1417,1040,5
Skincare,09/01/2022,LINK_CLICKS,instagram,95773,7447,6416,85
Skincare,09/01/2022,APP_INSTALLS,instagram,68562,3500,2762,7
Skincare,10/01/2022,APP_INSTALLS,facebook,48873,1225,910,5
Skincare,10/01/2022,LINK_CLICKS,facebook,302189,66262,60143,1811
Skincare,10/01/2022,APP_INSTALLS,instagram,63447,2848,2311,3
Skincare,10/01/2022,LINK_CLICKS,instagram,54587,4683,4288,53
Skincare,11/01/2022,LINK_CLICKS,facebook,298810,67069,63167,1841
Skincare,11/01/2022,APP_INSTALLS,facebook,56777,1294,976,3
Skincare,11/01/2022,LINK_CLICKS,instagram,3910,647,647,14
Skincare,11/01/2022,APP_INSTALLS,instagram,63553,2221,1876,2
Skincare,12/01/2022,APP_INSTALLS,facebook,49657,1052,822,8
Skincare,12/01/2022,LINK_CLICKS,facebook,297619,68546,62638,1782
Skincare,12/01/2022,APP_INSTALLS,instagram,68502,2199,1893,4
Skincare,12/01/2022,LINK_CLICKS,instagram,4165,794,784,11
Skincare,13/01/2022,LINK_CLICKS,facebook,297493,60595,55647,1715
Skincare,13/01/2022,APP_INSTALLS,facebook,30474,804,691,6
Skincare,13/01/2022,LINK_CLICKS,instagram,20692,1887,1664,29
Skincare,13/01/2022,APP_INSTALLS,instagram,48748,2212,1957,
Skincare,14/01/2022,APP_INSTALLS,facebook,18914,591,446,
Skincare,14/01/2022,LINK_CLICKS,facebook,298195,59127,54925,1627
Skincare,14/01/2022,APP_INSTALLS,instagram,29085,975,778,1
Skincare,14/01/2022,LINK_CLICKS,instagram,46288,4174,4174,50
Skincare,15/01/2022,APP_INSTALLS,facebook,23915,955,726,4
Skincare,15/01/2022,LINK_CLICKS,facebook,301372,57010,53312,1580
Skincare,15/01/2022,APP_INSTALLS,instagram,20932,1205,1041,1
Skincare,15/01/2022,LINK_CLICKS,instagram,26215,2676,2676,25
Skincare,16/01/2022,LINK_CLICKS,facebook,300782,58478,53360,1650
Skincare,16/01/2022,APP_INSTALLS,facebook,13289,504,438,2
Skincare,16/01/2022,LINK_CLICKS,instagram,19317,2306,2304,34
Skincare,16/01/2022,APP_INSTALLS,instagram,27040,1605,1401,
Skincare,17/01/2022,APP_INSTALLS,facebook,20849,775,675,4
Skincare,17/01/2022,LINK_CLICKS,facebook,274366,50714,46988,1389
Skincare,17/01/2022,APP_INSTALLS,instagram,34017,2035,1837,4
Skincare,17/01/2022,LINK_CLICKS,instagram,25716,2711,2432,22
Skincare,18/01/2022,LINK_CLICKS,facebook,264223,48102,44303,1297
Skincare,18/01/2022,APP_INSTALLS,facebook,31516,1374,1140,6
Skincare,18/01/2022,LINK_CLICKS,instagram,3176,677,677,8
Skincare,18/01/2022,APP_INSTALLS,instagram,44319,2208,1988,6
Skincare,19/01/2022,LINK_CLICKS,facebook,266046,45520,40751,1286
Skincare,19/01/2022,APP_INSTALLS,facebook,27829,1432,1189,3
Skincare,19/01/2022,LINK_CLICKS,instagram,12937,1394,1394,8
Skincare,19/01/2022,APP_INSTALLS,instagram,49790,3100,2815,7
Skincare,20/01/2022,LINK_CLICKS,facebook,265368,43481,39456,1275
Skincare,20/01/2022,APP_INSTALLS,facebook,17101,924,802,1
Skincare,20/01/2022,LINK_CLICKS,instagram,48903,3190,3056,29
Skincare,20/01/2022,APP_INSTALLS,instagram,40837,2238,2077,6
Skincare,21/01/2022,LINK_CLICKS,facebook,269271,47529,42568,1079
Skincare,21/01/2022,LINK_CLICKS,instagram,56426,3143,3056,46
Skincare,22/01/2022,LINK_CLICKS,facebook,264807,43727,40871,1052
Skincare,22/01/2022,LINK_CLICKS,instagram,14066,1409,1376,20
Skincare,23/01/2022,LINK_CLICKS,facebook,259470,42141,38993,992
Skincare,23/01/2022,LINK_CLICKS,instagram,5944,1021,1016,16
Skincare,24/01/2022,LINK_CLICKS,facebook,244167,36700,35664,1261
Skincare,24/01/2022,APP_INSTALLS,facebook,16962,990,903,5
Skincare,24/01/2022,LINK_CLICKS,instagram,2016,358,358,4
Skincare,24/01/2022,APP_INSTALLS,instagram,43660,1986,1819,2
Skincare,25/01/2022,APP_INSTALLS,facebook,31813,1643,1332,1
Skincare,25/01/2022,LINK_CLICKS,facebook,250035,34785,31969,1322
Skincare,25/01/2022,APP_INSTALLS,instagram,88915,3429,2859,5
Skincare,25/01/2022,LINK_CLICKS,instagram,2123,252,240,1
Skincare,26/01/2022,LINK_CLICKS,facebook,254649,33333,31174,1172
Skincare,26/01/2022,APP_INSTALLS,facebook,36560,1832,1495,2
Skincare,26/01/2022,LINK_CLICKS,instagram,33146,1967,1920,41
Skincare,26/01/2022,APP_INSTALLS,instagram,63156,2540,2243,3
Skincare,27/01/2022,APP_INSTALLS,facebook,31025,1515,1274,9
Skincare,27/01/2022,LINK_CLICKS,facebook,261834,36375,33161,1218
Skincare,27/01/2022,APP_INSTALLS,instagram,81464,3369,2854,3
Skincare,27/01/2022,LINK_CLICKS,instagram,33199,1984,1808,36
Skincare,28/01/2022,LINK_CLICKS,facebook,264538,38177,34725,1091
Skincare,28/01/2022,APP_INSTALLS,facebook,25461,1281,1017,2
Skincare,28/01/2022,LINK_CLICKS,instagram,24624,1698,1512,25
Skincare,28/01/2022,APP_INSTALLS,instagram,102167,4489,3810,18
Skincare,29/01/2022,APP_INSTALLS,facebook,18664,1107,928,5
Skincare,29/01/2022,LINK_CLICKS,facebook,265186,36215,33288,1073
Skincare,29/01/2022,APP_INSTALLS,instagram,128293,5923,5247,12
Skincare,29/01/2022,LINK_CLICKS,instagram,33610,1931,1864,26
Skincare,30/01/2022,LINK_CLICKS,facebook,254412,38414,33808,1103
Skincare,30/01/2022,APP_INSTALLS,facebook,21710,1489,1250,3
Skincare,30/01/2022,LINK_CLICKS,instagram,23165,1534,1496,15
Skincare,30/01/2022,APP_INSTALLS,instagram,120603,6208,5506,6
Skincare,31/01/2022,APP_INSTALLS,facebook,22626,1585,1354,8
Skincare,31/01/2022,LINK_CLICKS,facebook,241501,38347,34345,1103
Skincare,31/01/2022,APP_INSTALLS,instagram,112490,5859,5208,6
Skincare,31/01/2022,LINK_CLICKS,instagram,3130,552,488,8
Skincare,01/02/2022,APP_INSTALLS,facebook,12291,1252,1066,5
Skincare,01/02/2022,LINK_CLICKS,facebook,164691,28589,27152,1287
Skincare,01/02/2022,APP_INSTALLS,instagram,41473,2544,2342,2
Skincare,01/02/2022,LINK_CLICKS,instagram,4400,863,863,10
Skincare,02/02/2022,LINK_CLICKS,facebook,96922,15772,14751,513
Skincare,02/02/2022,APP_INSTALLS,facebook,6478,629,562,3
Skincare,02/02/2022,LINK_CLICKS,instagram,12827,1359,1232,14
Skincare,02/02/2022,APP_INSTALLS,instagram,22843,1230,1165,2
Skincare,03/02/2022,LINK_CLICKS,instagram,21267,1980,1823,19
Skincare,04/02/2022,LINK_CLICKS,facebook,187543,34831,32816,1047
Skincare,04/02/2022,LINK_CLICKS,instagram,10478,1155,1120,14
Skincare,05/02/2022,LINK_CLICKS,facebook,238081,52888,48240,1295
Skincare,05/02/2022,LINK_CLICKS,instagram,2283,957,957,2
Skincare,06/02/2022,LINK_CLICKS,facebook,241589,50938,46064,1254
Skincare,06/02/2022,APP_INSTALLS,facebook,7185,462,425,2
Skincare,06/02/2022,LINK_CLICKS,instagram,1164,336,288,2
Skincare,06/02/2022,APP_INSTALLS,instagram,20694,1074,1011,1
Skincare,07/02/2022,LINK_CLICKS,facebook,243409,52530,47120,1253
Skincare,07/02/2022,LINK_CLICKS,instagram,3585,408,408,1
Skincare,08/02/2022,LINK_CLICKS,facebook,249612,51019,44736,1166
Skincare,08/02/2022,LINK_CLICKS,instagram,23709,1658,1658,16
Skincare,09/02/2022,LINK_CLICKS,facebook,239369,51257,45351,1058
Skincare,09/02/2022,LINK_CLICKS,instagram,16930,1415,1415,12
Skincare,10/02/2022,LINK_CLICKS,facebook,236711,45600,41784,976
Skincare,10/02/2022,LINK_CLICKS,instagram,4658,787,680,8
Skincare,11/02/2022,LINK_CLICKS,facebook,239189,43490,38416,961
Skincare,11/02/2022,LINK_CLICKS,instagram,4833,809,768,9
Skincare,12/02/2022,LINK_CLICKS,facebook,237754,44620,39192,949
Skincare,12/02/2022,LINK_CLICKS,instagram,24737,2032,1880,15
Skincare,13/02/2022,LINK_CLICKS,facebook,229758,43035,38488,1036
Skincare,13/02/2022,LINK_CLICKS,instagram,52626,4451,3968,42
Skincare,14/02/2022,LINK_CLICKS,facebook,231930,43310,38728,978
Skincare,14/02/2022,LINK_CLICKS,instagram,21365,2190,2190,23
Skincare,15/02/2022,LINK_CLICKS,facebook,235317,42648,38920,1027
